"roi_name","site","lat","lon","roitype","active","show_link","show_data_link","sequence_number","description","first_date","last_date","site_years","missing_data_pct","roi_page","roi_stats_file","one_day_summary","three_day_summary","data_release"
"sylvania_DB_1000","sylvania",46.242,-89.348,"DB",TRUE,TRUE,TRUE,1000,"Deciduous trees in left foreground","2015-08-21","2022-12-01","6.4","11.0","https://phenocam.nau.edu/webcam/roi/sylvania/DB_1000/","https://phenocam.nau.edu/data/archive/sylvania/ROI/sylvania_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/sylvania/ROI/sylvania_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/sylvania/ROI/sylvania_DB_1000_3day.csv",NA
"sylvania_EN_1000","sylvania",46.242,-89.348,"EN",TRUE,TRUE,TRUE,1000,"EN veg type. Canopy view. Forest appears to be primarily DB, with patches of EN.","2015-08-21","2022-12-01","6.4","11.0","https://phenocam.nau.edu/webcam/roi/sylvania/EN_1000/","https://phenocam.nau.edu/data/archive/sylvania/ROI/sylvania_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/sylvania/ROI/sylvania_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/sylvania/ROI/sylvania_EN_1000_3day.csv",NA
"sylvania_EN_1001","sylvania",46.242,-89.348,"EN",TRUE,TRUE,TRUE,1001,"Alternate EN mask with larger area.","2015-08-21","2022-12-01","6.4","11.0","https://phenocam.nau.edu/webcam/roi/sylvania/EN_1001/","https://phenocam.nau.edu/data/archive/sylvania/ROI/sylvania_EN_1001_roistats.csv","https://phenocam.nau.edu/data/archive/sylvania/ROI/sylvania_EN_1001_1day.csv","https://phenocam.nau.edu/data/archive/sylvania/ROI/sylvania_EN_1001_3day.csv",NA
"templefieldstation1_DB_1000","templefieldstation1",40.1667,-75.1894,"DB",TRUE,TRUE,TRUE,1000,"Focusing on deciduous trees on the right below the buildings","2021-04-14","2022-12-01","1.6","1.0","https://phenocam.nau.edu/webcam/roi/templefieldstation1/DB_1000/","https://phenocam.nau.edu/data/archive/templefieldstation1/ROI/templefieldstation1_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/templefieldstation1/ROI/templefieldstation1_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/templefieldstation1/ROI/templefieldstation1_DB_1000_3day.csv",NA
"tfforest_DB_1000","tfforest",43.1086,-70.9505,"DB",TRUE,TRUE,TRUE,1000,"Single tree in foreground right side.","2016-12-09","2022-12-01","5.9","1.0","https://phenocam.nau.edu/webcam/roi/tfforest/DB_1000/","https://phenocam.nau.edu/data/archive/tfforest/ROI/tfforest_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/tfforest/ROI/tfforest_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/tfforest/ROI/tfforest_DB_1000_3day.csv",NA
"tfforest_DB_1001","tfforest",43.1086,-70.9505,"DB",TRUE,TRUE,TRUE,1001,"Hickory in mid field of view.","2016-12-09","2022-12-01","5.9","1.0","https://phenocam.nau.edu/webcam/roi/tfforest/DB_1001/","https://phenocam.nau.edu/data/archive/tfforest/ROI/tfforest_DB_1001_roistats.csv","https://phenocam.nau.edu/data/archive/tfforest/ROI/tfforest_DB_1001_1day.csv","https://phenocam.nau.edu/data/archive/tfforest/ROI/tfforest_DB_1001_3day.csv",NA
"tfforest_DB_1002","tfforest",43.1086,-70.9505,"DB",TRUE,TRUE,TRUE,1002,"Oaks in foreground","2016-12-09","2022-12-01","5.9","1.0","https://phenocam.nau.edu/webcam/roi/tfforest/DB_1002/","https://phenocam.nau.edu/data/archive/tfforest/ROI/tfforest_DB_1002_roistats.csv","https://phenocam.nau.edu/data/archive/tfforest/ROI/tfforest_DB_1002_1day.csv","https://phenocam.nau.edu/data/archive/tfforest/ROI/tfforest_DB_1002_3day.csv",NA
"tfforest_EN_1000","tfforest",43.1086,-70.9505,"EN",TRUE,TRUE,TRUE,1000,"evergreen canopy","2016-12-09","2022-12-01","5.9","1.0","https://phenocam.nau.edu/webcam/roi/tfforest/EN_1000/","https://phenocam.nau.edu/data/archive/tfforest/ROI/tfforest_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/tfforest/ROI/tfforest_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/tfforest/ROI/tfforest_EN_1000_3day.csv",NA
"tfforest_EN_2000","tfforest",43.1086,-70.9505,"EN",TRUE,TRUE,TRUE,2000,"Mixed forest of EN and DB.","2019-09-26","2022-12-01","3.1","1.0","https://phenocam.nau.edu/webcam/roi/tfforest/EN_2000/","https://phenocam.nau.edu/data/archive/tfforest/ROI/tfforest_EN_2000_roistats.csv","https://phenocam.nau.edu/data/archive/tfforest/ROI/tfforest_EN_2000_1day.csv","https://phenocam.nau.edu/data/archive/tfforest/ROI/tfforest_EN_2000_3day.csv",NA
"tidmarshplymouth_AG_1000","tidmarshplymouth",41.9157,-70.5754,"AG",TRUE,TRUE,TRUE,1000,"foreground field","2018-08-15","2022-12-01","4.0","8.0","https://phenocam.nau.edu/webcam/roi/tidmarshplymouth/AG_1000/","https://phenocam.nau.edu/data/archive/tidmarshplymouth/ROI/tidmarshplymouth_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/tidmarshplymouth/ROI/tidmarshplymouth_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/tidmarshplymouth/ROI/tidmarshplymouth_AG_1000_3day.csv",NA
"tonzi_DB_1000","tonzi",38.43091667,-120.9658861,"DB",TRUE,TRUE,TRUE,1000,"Deciduous trees in background","2011-10-26","2022-11-16","10.0","9.0","https://phenocam.nau.edu/webcam/roi/tonzi/DB_1000/","https://phenocam.nau.edu/data/archive/tonzi/ROI/tonzi_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/tonzi/ROI/tonzi_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/tonzi/ROI/tonzi_DB_1000_3day.csv",NA
"tonzi_GR_1000","tonzi",38.43091667,-120.9658861,"GR",TRUE,TRUE,TRUE,1000,"grasses in left and right","2011-10-26","2022-11-16","10.0","9.0","https://phenocam.nau.edu/webcam/roi/tonzi/GR_1000/","https://phenocam.nau.edu/data/archive/tonzi/ROI/tonzi_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/tonzi/ROI/tonzi_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/tonzi/ROI/tonzi_GR_1000_3day.csv",NA
"torrepalacio_WL_1000","torrepalacio",36.9905,-6.4426,"WL",FALSE,TRUE,TRUE,1000,"wetland plants in the foreground","2017-03-27","2021-03-30","4.0","1.0","https://phenocam.nau.edu/webcam/roi/torrepalacio/WL_1000/","https://phenocam.nau.edu/data/archive/torrepalacio/ROI/torrepalacio_WL_1000_roistats.csv","https://phenocam.nau.edu/data/archive/torrepalacio/ROI/torrepalacio_WL_1000_1day.csv","https://phenocam.nau.edu/data/archive/torrepalacio/ROI/torrepalacio_WL_1000_3day.csv",NA
"torrepalacio_WL_2000","torrepalacio",36.9905,-6.4426,"WL",TRUE,TRUE,TRUE,2000,"Wetlands in the foreground.  New ROI after camera reconfig.","2021-05-26","2022-12-01","1.4","7.0","https://phenocam.nau.edu/webcam/roi/torrepalacio/WL_2000/","https://phenocam.nau.edu/data/archive/torrepalacio/ROI/torrepalacio_WL_2000_roistats.csv","https://phenocam.nau.edu/data/archive/torrepalacio/ROI/torrepalacio_WL_2000_1day.csv","https://phenocam.nau.edu/data/archive/torrepalacio/ROI/torrepalacio_WL_2000_3day.csv",NA
"townsenddemeadow_GR_1000","townsenddemeadow",39.3917,-75.6281,"GR",TRUE,TRUE,TRUE,1000,"Grass/Ag on both sides of central path","2020-05-25","2022-10-11","2.3","4.0","https://phenocam.nau.edu/webcam/roi/townsenddemeadow/GR_1000/","https://phenocam.nau.edu/data/archive/townsenddemeadow/ROI/townsenddemeadow_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/townsenddemeadow/ROI/townsenddemeadow_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/townsenddemeadow/ROI/townsenddemeadow_GR_1000_3day.csv",NA
"tsubiology_DB_1000","tsubiology",36.1671,-86.8295,"DB",TRUE,TRUE,TRUE,1000,"DB tree out of window","2019-04-20","2019-11-19","0.6","1.0","https://phenocam.nau.edu/webcam/roi/tsubiology/DB_1000/","https://phenocam.nau.edu/data/archive/tsubiology/ROI/tsubiology_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/tsubiology/ROI/tsubiology_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/tsubiology/ROI/tsubiology_DB_1000_3day.csv",NA
"tsubiology_DB_2000","tsubiology",36.1671,-86.8295,"DB",TRUE,TRUE,TRUE,2000,"DB veg in foreground.","2019-11-22","2022-12-01","3.0","0.0","https://phenocam.nau.edu/webcam/roi/tsubiology/DB_2000/","https://phenocam.nau.edu/data/archive/tsubiology/ROI/tsubiology_DB_2000_roistats.csv","https://phenocam.nau.edu/data/archive/tsubiology/ROI/tsubiology_DB_2000_1day.csv","https://phenocam.nau.edu/data/archive/tsubiology/ROI/tsubiology_DB_2000_3day.csv",NA
"tsubiology2_GR_1000","tsubiology2",36.1171,-86.8295,"GR",TRUE,TRUE,TRUE,1000,"foreground grass","2020-03-14","2022-12-01","2.7","0.0","https://phenocam.nau.edu/webcam/roi/tsubiology2/GR_1000/","https://phenocam.nau.edu/data/archive/tsubiology2/ROI/tsubiology2_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/tsubiology2/ROI/tsubiology2_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/tsubiology2/ROI/tsubiology2_GR_1000_3day.csv",NA
"tuckerprairie_GR_1000","tuckerprairie",38.9491,-91.9952,"GR",TRUE,TRUE,TRUE,1000,"Center of FOV","2018-10-02","2022-12-01","4.1","0.0","https://phenocam.nau.edu/webcam/roi/tuckerprairie/GR_1000/","https://phenocam.nau.edu/data/archive/tuckerprairie/ROI/tuckerprairie_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/tuckerprairie/ROI/tuckerprairie_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/tuckerprairie/ROI/tuckerprairie_GR_1000_3day.csv",NA
"turkeypointdbf_DB_1000","turkeypointdbf",42.6353,-80.5576,"DB",TRUE,TRUE,TRUE,1000,"Deciduous trees in center right","2012-02-13","2019-01-11","6.5","6.0","https://phenocam.nau.edu/webcam/roi/turkeypointdbf/DB_1000/","https://phenocam.nau.edu/data/archive/turkeypointdbf/ROI/turkeypointdbf_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/turkeypointdbf/ROI/turkeypointdbf_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/turkeypointdbf/ROI/turkeypointdbf_DB_1000_3day.csv",NA
"turkeypointdbf_DB_2000","turkeypointdbf",42.6353,-80.5576,"DB",TRUE,TRUE,TRUE,2000,"Deciduous trees in foreground. Did not process from 2018-07-29 to 2018-10-03 due to FOV shift.","2020-02-25","2022-12-01","2.8","0.0","https://phenocam.nau.edu/webcam/roi/turkeypointdbf/DB_2000/","https://phenocam.nau.edu/data/archive/turkeypointdbf/ROI/turkeypointdbf_DB_2000_roistats.csv","https://phenocam.nau.edu/data/archive/turkeypointdbf/ROI/turkeypointdbf_DB_2000_1day.csv","https://phenocam.nau.edu/data/archive/turkeypointdbf/ROI/turkeypointdbf_DB_2000_3day.csv",NA
"turkeypointenf39_EN_1000","turkeypointenf39",42.7102,-80.3573,"EN",TRUE,TRUE,TRUE,1000,"EN veg type. Canopy view.","2012-02-01","2022-12-01","10.1","6.0","https://phenocam.nau.edu/webcam/roi/turkeypointenf39/EN_1000/","https://phenocam.nau.edu/data/archive/turkeypointenf39/ROI/turkeypointenf39_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/turkeypointenf39/ROI/turkeypointenf39_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/turkeypointenf39/ROI/turkeypointenf39_EN_1000_3day.csv",NA
"turkeypointenf74_EN_1000","turkeypointenf74",42.70736,-80.3485,"EN",FALSE,TRUE,TRUE,1000,"EN veg type. Canopy view.","2012-02-04","2017-06-01","5.2","2.0","https://phenocam.nau.edu/webcam/roi/turkeypointenf74/EN_1000/","https://phenocam.nau.edu/data/archive/turkeypointenf74/ROI/turkeypointenf74_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/turkeypointenf74/ROI/turkeypointenf74_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/turkeypointenf74/ROI/turkeypointenf74_EN_1000_3day.csv",NA
"turkeypointenf74_EN_2000","turkeypointenf74",42.70736,-80.3485,"EN",TRUE,TRUE,TRUE,2000,"EN veg type. Canopy view.","2017-08-18","2022-12-01","5.2","2.0","https://phenocam.nau.edu/webcam/roi/turkeypointenf74/EN_2000/","https://phenocam.nau.edu/data/archive/turkeypointenf74/ROI/turkeypointenf74_EN_2000_roistats.csv","https://phenocam.nau.edu/data/archive/turkeypointenf74/ROI/turkeypointenf74_EN_2000_1day.csv","https://phenocam.nau.edu/data/archive/turkeypointenf74/ROI/turkeypointenf74_EN_2000_3day.csv",NA
"twitchellalfalfa2_AG_1000","twitchellalfalfa2",38.11542167,-121.64666623,"AG",FALSE,TRUE,TRUE,1000,"AG veg type.","2016-11-30","2018-06-04","1.3","16.0","https://phenocam.nau.edu/webcam/roi/twitchellalfalfa2/AG_1000/","https://phenocam.nau.edu/data/archive/twitchellalfalfa2/ROI/twitchellalfalfa2_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/twitchellalfalfa2/ROI/twitchellalfalfa2_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/twitchellalfalfa2/ROI/twitchellalfalfa2_AG_1000_3day.csv",NA
"twodafo_DB_1000","twodafo",29.1658,-95.829,"DB",TRUE,TRUE,TRUE,1000,"Foreground trees","2019-07-13","2021-05-11","1.6","13.0","https://phenocam.nau.edu/webcam/roi/twodafo/DB_1000/","https://phenocam.nau.edu/data/archive/twodafo/ROI/twodafo_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/twodafo/ROI/twodafo_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/twodafo/ROI/twodafo_DB_1000_3day.csv",NA
"twolcsh_SH_1000","twolcsh",27.665,-98.2007,"SH",FALSE,TRUE,TRUE,1000,"entire FOV  shrubs","2018-06-28","2019-04-05","0.6","21.0","https://phenocam.nau.edu/webcam/roi/twolcsh/SH_1000/","https://phenocam.nau.edu/data/archive/twolcsh/ROI/twolcsh_SH_1000_roistats.csv","https://phenocam.nau.edu/data/archive/twolcsh/ROI/twolcsh_SH_1000_1day.csv","https://phenocam.nau.edu/data/archive/twolcsh/ROI/twolcsh_SH_1000_3day.csv",NA
"tworfaa_AG_1000","tworfaa",31.4777,-96.8882,"AG",TRUE,TRUE,TRUE,1000,"AG field.","2018-04-20","2022-12-01","4.6","0.0","https://phenocam.nau.edu/webcam/roi/tworfaa/AG_1000/","https://phenocam.nau.edu/data/archive/tworfaa/ROI/tworfaa_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/tworfaa/ROI/tworfaa_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/tworfaa/ROI/tworfaa_AG_1000_3day.csv",NA
"tworfpr_AG_1000","tworfpr",31.4802,-96.8826,"AG",TRUE,TRUE,TRUE,1000,"Foreground of FOV","2018-04-17","2022-11-28","3.2","31.0","https://phenocam.nau.edu/webcam/roi/tworfpr/AG_1000/","https://phenocam.nau.edu/data/archive/tworfpr/ROI/tworfpr_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/tworfpr/ROI/tworfpr_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/tworfpr/ROI/tworfpr_AG_1000_3day.csv",NA
"tworfta_AG_1000","tworfta",31.4693,-96.8864,"AG",TRUE,TRUE,TRUE,1000,"AG field in upper image","2018-04-20","2022-12-01","4.4","4.0","https://phenocam.nau.edu/webcam/roi/tworfta/AG_1000/","https://phenocam.nau.edu/data/archive/tworfta/ROI/tworfta_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/tworfta/ROI/tworfta_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/tworfta/ROI/tworfta_AG_1000_3day.csv",NA
"twosfpr_AG_1000","twosfpr",30.6176,-97.2938,"AG",TRUE,TRUE,TRUE,1000,"Pasture in foreground","2018-04-05","2022-12-01","3.0","36.0","https://phenocam.nau.edu/webcam/roi/twosfpr/AG_1000/","https://phenocam.nau.edu/data/archive/twosfpr/ROI/twosfpr_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/twosfpr/ROI/twosfpr_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/twosfpr/ROI/twosfpr_AG_1000_3day.csv",NA
"twotfpr_AG_1000","twotfpr",30.5327,-96.4252,"AG",TRUE,TRUE,TRUE,1000,"agriculture in the background","2018-04-17","2019-07-04","0.9","24.0","https://phenocam.nau.edu/webcam/roi/twotfpr/AG_1000/","https://phenocam.nau.edu/data/archive/twotfpr/ROI/twotfpr_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/twotfpr/ROI/twotfpr_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/twotfpr/ROI/twotfpr_AG_1000_3day.csv",NA
"ucnrsanzaborrego_SH_1000","ucnrsanzaborrego",33.2401,-116.3886,"SH",TRUE,TRUE,TRUE,1000,"foreground shrubs on the hillslope","2019-04-17","2022-11-22","3.0","17.0","https://phenocam.nau.edu/webcam/roi/ucnrsanzaborrego/SH_1000/","https://phenocam.nau.edu/data/archive/ucnrsanzaborrego/ROI/ucnrsanzaborrego_SH_1000_roistats.csv","https://phenocam.nau.edu/data/archive/ucnrsanzaborrego/ROI/ucnrsanzaborrego_SH_1000_1day.csv","https://phenocam.nau.edu/data/archive/ucnrsanzaborrego/ROI/ucnrsanzaborrego_SH_1000_3day.csv",NA
"ufona_SH_1000","ufona",27.3836,-81.950856,"SH",TRUE,TRUE,TRUE,1000,"shrubs in FOV back and foreground","2017-01-05","2022-12-01","5.9","0.0","https://phenocam.nau.edu/webcam/roi/ufona/SH_1000/","https://phenocam.nau.edu/data/archive/ufona/ROI/ufona_SH_1000_roistats.csv","https://phenocam.nau.edu/data/archive/ufona/ROI/ufona_SH_1000_1day.csv","https://phenocam.nau.edu/data/archive/ufona/ROI/ufona_SH_1000_3day.csv",NA
"uiefmaize2_AG_1000","uiefmaize2",40.0628,-88.1961,"AG",TRUE,TRUE,TRUE,1000,"agriculture sideview","2018-08-30","2022-12-01","4.3","0.0","https://phenocam.nau.edu/webcam/roi/uiefmaize2/AG_1000/","https://phenocam.nau.edu/data/archive/uiefmaize2/ROI/uiefmaize2_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/uiefmaize2/ROI/uiefmaize2_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/uiefmaize2/ROI/uiefmaize2_AG_1000_3day.csv",NA
"uiefmiscanthus2_AG_1000","uiefmiscanthus2",40.0628,-88.1984,"AG",TRUE,TRUE,TRUE,1000,"AG in foreground","2019-04-02","2022-12-01","3.4","7.0","https://phenocam.nau.edu/webcam/roi/uiefmiscanthus2/AG_1000/","https://phenocam.nau.edu/data/archive/uiefmiscanthus2/ROI/uiefmiscanthus2_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/uiefmiscanthus2/ROI/uiefmiscanthus2_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/uiefmiscanthus2/ROI/uiefmiscanthus2_AG_1000_3day.csv",NA
"uiefprairie2_AG_1000","uiefprairie2",40.0637,-88.1973,"AG",TRUE,TRUE,TRUE,1000,"AG in foreground","2018-08-30","2022-12-01","4.2","2.0","https://phenocam.nau.edu/webcam/roi/uiefprairie2/AG_1000/","https://phenocam.nau.edu/data/archive/uiefprairie2/ROI/uiefprairie2_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/uiefprairie2/ROI/uiefprairie2_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/uiefprairie2/ROI/uiefprairie2_AG_1000_3day.csv",NA
"uiefsorghum_AG_1000","uiefsorghum",40.0065,-88.2032,"AG",TRUE,TRUE,TRUE,1000,"AG in foreground","2019-04-05","2022-12-01","3.1","16.0","https://phenocam.nau.edu/webcam/roi/uiefsorghum/AG_1000/","https://phenocam.nau.edu/data/archive/uiefsorghum/ROI/uiefsorghum_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/uiefsorghum/ROI/uiefsorghum_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/uiefsorghum/ROI/uiefsorghum_AG_1000_3day.csv",NA
"uiefswitchgrass2_AG_1000","uiefswitchgrass2",40.0637,-88.1973,"AG",TRUE,TRUE,TRUE,1000,"sideview AG","2018-08-30","2022-12-01","4.3","0.0","https://phenocam.nau.edu/webcam/roi/uiefswitchgrass2/AG_1000/","https://phenocam.nau.edu/data/archive/uiefswitchgrass2/ROI/uiefswitchgrass2_AG_1000_roistats.csv","https://phenocam.nau.edu/data/archive/uiefswitchgrass2/ROI/uiefswitchgrass2_AG_1000_1day.csv","https://phenocam.nau.edu/data/archive/uiefswitchgrass2/ROI/uiefswitchgrass2_AG_1000_3day.csv",NA
"umichbiological_DB_1000","umichbiological",45.55984,-84.71382,"DB",FALSE,TRUE,TRUE,1000,"Deciduous trees in near background","2008-12-03","2014-03-27","4.9","8.0","https://phenocam.nau.edu/webcam/roi/umichbiological/DB_1000/","https://phenocam.nau.edu/data/archive/umichbiological/ROI/umichbiological_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/umichbiological/ROI/umichbiological_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/umichbiological/ROI/umichbiological_DB_1000_3day.csv",NA
"umichbiological_DB_2000","umichbiological",45.55984,-84.71382,"DB",TRUE,TRUE,TRUE,2000,"Deciduous trees in near background","2014-03-30","2022-12-01","8.7","0.0","https://phenocam.nau.edu/webcam/roi/umichbiological/DB_2000/","https://phenocam.nau.edu/data/archive/umichbiological/ROI/umichbiological_DB_2000_roistats.csv","https://phenocam.nau.edu/data/archive/umichbiological/ROI/umichbiological_DB_2000_1day.csv","https://phenocam.nau.edu/data/archive/umichbiological/ROI/umichbiological_DB_2000_3day.csv",NA
"umichbiological_EN_1000","umichbiological",45.55984,-84.71382,"EN",FALSE,TRUE,TRUE,1000,"EN veg type in foreground. FOV is primarily DB veg type.","2009-09-02","2014-03-27","4.2","8.0","https://phenocam.nau.edu/webcam/roi/umichbiological/EN_1000/","https://phenocam.nau.edu/data/archive/umichbiological/ROI/umichbiological_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/umichbiological/ROI/umichbiological_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/umichbiological/ROI/umichbiological_EN_1000_3day.csv",NA
"umichbiological_EN_2000","umichbiological",45.55984,-84.71382,"EN",TRUE,TRUE,TRUE,2000,"EN veg type in foreground. FOV is primarily DB veg type.","2014-03-30","2022-12-01","8.6","1.0","https://phenocam.nau.edu/webcam/roi/umichbiological/EN_2000/","https://phenocam.nau.edu/data/archive/umichbiological/ROI/umichbiological_EN_2000_roistats.csv","https://phenocam.nau.edu/data/archive/umichbiological/ROI/umichbiological_EN_2000_1day.csv","https://phenocam.nau.edu/data/archive/umichbiological/ROI/umichbiological_EN_2000_3day.csv",NA
"umichbiological2_DB_1000","umichbiological2",45.5625,-84.6976,"DB",FALSE,TRUE,TRUE,1000,"Deciduous trees in background (note: girdling experiment in foreground)","2008-11-24","2014-03-27","5.2","2.0","https://phenocam.nau.edu/webcam/roi/umichbiological2/DB_1000/","https://phenocam.nau.edu/data/archive/umichbiological2/ROI/umichbiological2_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/umichbiological2/ROI/umichbiological2_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/umichbiological2/ROI/umichbiological2_DB_1000_3day.csv",NA
"umichbiological2_DB_2000","umichbiological2",45.5625,-84.6976,"DB",TRUE,TRUE,TRUE,2000,"Deciduous trees in background (note: girdling experiment in foreground)","2014-04-08","2022-12-01","8.3","4.0","https://phenocam.nau.edu/webcam/roi/umichbiological2/DB_2000/","https://phenocam.nau.edu/data/archive/umichbiological2/ROI/umichbiological2_DB_2000_roistats.csv","https://phenocam.nau.edu/data/archive/umichbiological2/ROI/umichbiological2_DB_2000_1day.csv","https://phenocam.nau.edu/data/archive/umichbiological2/ROI/umichbiological2_DB_2000_3day.csv",NA
"unca_DB_1000","unca",35.5951,-82.5515,"DB",TRUE,TRUE,TRUE,1000,"Large deciduous tree in foreground right.","2016-08-02","2022-12-01","6.3","0.0","https://phenocam.nau.edu/webcam/roi/unca/DB_1000/","https://phenocam.nau.edu/data/archive/unca/ROI/unca_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/unca/ROI/unca_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/unca/ROI/unca_DB_1000_3day.csv",NA
"usgseros_DB_1000","usgseros",43.7343,-96.6234,"DB",FALSE,TRUE,TRUE,1000,"trees near horizon","2014-09-11","2017-10-02","3.1","0.0","https://phenocam.nau.edu/webcam/roi/usgseros/DB_1000/","https://phenocam.nau.edu/data/archive/usgseros/ROI/usgseros_DB_1000_roistats.csv","https://phenocam.nau.edu/data/archive/usgseros/ROI/usgseros_DB_1000_1day.csv","https://phenocam.nau.edu/data/archive/usgseros/ROI/usgseros_DB_1000_3day.csv",NA
"usgseros_DB_2000","usgseros",43.7343,-96.6234,"DB",TRUE,TRUE,TRUE,2000,"trees near horizon","2018-08-24","2022-12-01","4.2","2.0","https://phenocam.nau.edu/webcam/roi/usgseros/DB_2000/","https://phenocam.nau.edu/data/archive/usgseros/ROI/usgseros_DB_2000_roistats.csv","https://phenocam.nau.edu/data/archive/usgseros/ROI/usgseros_DB_2000_1day.csv","https://phenocam.nau.edu/data/archive/usgseros/ROI/usgseros_DB_2000_3day.csv",NA
"usgseros_GR_1000","usgseros",43.7343,-96.6234,"GR",FALSE,TRUE,TRUE,1000,"grass in foreground","2014-09-11","2017-10-02","3.1","0.0","https://phenocam.nau.edu/webcam/roi/usgseros/GR_1000/","https://phenocam.nau.edu/data/archive/usgseros/ROI/usgseros_GR_1000_roistats.csv","https://phenocam.nau.edu/data/archive/usgseros/ROI/usgseros_GR_1000_1day.csv","https://phenocam.nau.edu/data/archive/usgseros/ROI/usgseros_GR_1000_3day.csv",NA
"usgseros_GR_2000","usgseros",43.7343,-96.6234,"GR",TRUE,TRUE,TRUE,2000,"grass in foreground","2018-08-15","2022-12-01","4.3","1.0","https://phenocam.nau.edu/webcam/roi/usgseros/GR_2000/","https://phenocam.nau.edu/data/archive/usgseros/ROI/usgseros_GR_2000_roistats.csv","https://phenocam.nau.edu/data/archive/usgseros/ROI/usgseros_GR_2000_1day.csv","https://phenocam.nau.edu/data/archive/usgseros/ROI/usgseros_GR_2000_3day.csv",NA
"usmpj_EN_1000","usmpj",34.43845,-106.2543606,"EN",TRUE,TRUE,TRUE,1000,"entire FOV mixed pinyons and junipers","2013-10-08","2022-11-28","8.5","7.0","https://phenocam.nau.edu/webcam/roi/usmpj/EN_1000/","https://phenocam.nau.edu/data/archive/usmpj/ROI/usmpj_EN_1000_roistats.csv","https://phenocam.nau.edu/data/archive/usmpj/ROI/usmpj_EN_1000_1day.csv","https://phenocam.nau.edu/data/archive/usmpj/ROI/usmpj_EN_1000_3day.csv",NA
